"coord"	"no.cpgs"	"minfdr"	"Stouffer"	"maxbetafc"	"meanbetafc.x"	"meanbetafc.y"	"chr"	"start"	"end"	"width"	"mean_DB"	"max_DB"	"min_DB"
"17"	"chr13:113483114-113483183"	2	3.61285947458095e-29	4.7991062435129e-23	0.0913605047373619	0.0910974446122998	0.0910974446122998	"chr13"	113483114	113483183	70	0.0910974446122998	0.091360504737362	0.0908343844872376
"18"	"chr10:1019026-1019161"	2	6.91881252107421e-24	1.5265675846634e-19	0.0848695234990723	0.0823911470310073	0.0823911470310073	"chr10"	1019026	1019161	136	0.0905038323487508	0.0929604726671586	0.0880471920303429
"19"	"chr19:35523527-35523617"	2	6.46841555186352e-26	6.02029740830568e-21	0.0894107766895475	0.0861560427214128	0.0861560427214128	"chr19"	35523527	35523617	91	0.0900983945539734	0.0907860124183993	0.0894107766895474
"20"	"chr13:100506703-100506823"	3	2.95811432530935e-42	2.98087742255832e-33	0.0922540903669668	0.0900287610830768	0.0900287610830768	"chr13"	100506703	100506823	121	0.0900287610830768	0.0922540903669668	0.0876733549841172
"21"	"chr18:21572622-21572748"	3	3.60336080419357e-40	7.66785014747673e-32	0.0889089836750976	0.0848365573272996	0.0848365573272996	"chr18"	21572622	21572748	127	0.090013178269863	0.0920459573419007	0.0889089836750976
"22"	"chr6:34003640-34004360"	3	1.13809152413917e-39	9.91577564498093e-32	0.0936941624473782	0.0896283320001647	0.0896283320001647	"chr6"	34003640	34004360	721	0.0896283320001647	0.0936941624473782	0.0865815934941065
"23"	"chr17:55828038-55828107"	3	9.26988993300988e-38	9.50922734530707e-31	0.0881780716568021	0.0842123730378056	0.0842123730378056	"chr17"	55828038	55828107	70	0.0893936528978803	0.0903202555605127	0.088178071656802
"24"	"chr4:893986-894185"	3	8.83429826076536e-39	1.52640996893181e-30	0.0915202958529511	0.0892345364482982	0.0892345364482982	"chr4"	893986	894185	200	0.0892345364482982	0.0915202958529511	0.0879877706079539
"25"	"chr1:2224678-2225139"	3	3.22664326977263e-49	1.15257478282363e-37	0.0952431667186879	0.0860261844163266	0.0860261844163266	"chr1"	2224678	2225139	462	0.0891210929314046	0.103248858982658	0.068871253092868
"26"	"chr17:1576449-1576724"	3	4.69065203938353e-46	1.57435436691525e-34	0.0900629238743401	0.0860835578025698	0.0860835578025698	"chr17"	1576449	1576724	276	0.0889756344779546	0.0987391539004944	0.0830598455180828
"27"	"chr6:1180377-1180553"	3	6.71755754269713e-41	2.52399994171987e-32	0.094665097964622	0.0882710507808266	0.0882710507808266	"chr6"	1180377	1180553	177	0.0882710507808266	0.094665097964622	0.0758431181240474
"28"	"chr13:112225387-112225526"	3	8.79168787214321e-33	2.66553612830019e-27	0.0905163099950086	0.0882335890592741	0.0882335890592741	"chr13"	112225387	112225526	140	0.0882335890592741	0.0905163099950086	0.085854748708032
"29"	"chr21:47918542-47918727"	4	3.03497505956192e-58	1.8338569973723e-44	0.0944235258048136	0.0860219929332705	0.0860219929332705	"chr21"	47918542	47918727	186	0.0881729539540809	0.0968677776387352	0.0797301436790397
"30"	"chr7:2006468-2006518"	2	4.41997038366607e-24	1.89819869414183e-19	0.094191629338221	0.0881208701407276	0.0881208701407276	"chr7"	2006468	2006518	51	0.0881208701407277	0.0941916293382211	0.0820501109432343
"31"	"chr2:106227122-106227786"	4	1.98707837192057e-50	1.54500676167879e-41	0.0848716326068455	0.0838471176796394	0.0838471176796394	"chr2"	106227122	106227786	665	0.087927820965056	0.0914472249138726	0.0846835464694402
"32"	"chr14:104159997-104160076"	2	5.69637881397681e-35	1.90083405866428e-24	0.0884069295839481	0.0800260067235663	0.0800260067235663	"chr14"	104159997	104160076	80	0.0878129820324842	0.0972293137699204	0.078396650295048
"33"	"chr16:89452237-89452360"	3	2.5045238022873e-40	1.23019948002489e-31	0.0898978366799934	0.0826135674543567	0.0826135674543567	"chr16"	89452237	89452360	124	0.0875705072815496	0.0898978366799934	0.0846646308187893
"34"	"chr12:3333812-3334540"	2	2.84211848363401e-30	1.07181708000167e-23	0.0913904208682796	0.0875368803678598	0.0875368803678598	"chr12"	3333812	3334540	729	0.0875368803678597	0.0913904208682795	0.0836833398674399
"35"	"chr17:76446778-76446851"	3	3.46321588923366e-44	9.63680632071919e-35	0.0892675767630668	0.0874512057731763	0.0874512057731763	"chr17"	76446778	76446851	74	0.0874512057731763	0.0892675767630668	0.0864979299551886
"36"	"chr17:40009979-40010041"	2	3.97379756307708e-29	3.03142074671199e-23	0.0898623681428284	0.087275758010123	0.087275758010123	"chr17"	40009979	40010041	63	0.087275758010123	0.0898623681428283	0.0846891478774177
"37"	"chr4:2746469-2746867"	2	1.64530134808309e-34	1.85597485194017e-25	0.0909968721768916	0.086947947285	0.086947947285	"chr4"	2746469	2746867	399	0.0869479472850001	0.0909968721768917	0.0828990223931085
"38"	"chr10:131209478-131209623"	2	2.27878644256429e-18	2.70883719544888e-15	0.0884571621312462	0.0792568951695658	0.0792568951695658	"chr10"	131209478	131209623	146	0.086762578708893	0.0971135791638498	0.0764115782539361
"39"	"chr5:178735241-178735372"	2	2.1143248593845e-31	8.85366012816385e-24	0.0863179726677416	0.0824193149841634	0.0824193149841634	"chr5"	178735241	178735372	132	0.0865524373171117	0.0945842173336383	0.0785206573005852
"40"	"chr5:175526747-175526951"	2	3.61812238046179e-26	3.61611118796655e-21	0.0877248511710561	0.0865079448142631	0.0865079448142631	"chr5"	175526747	175526951	205	0.0865079448142631	0.0877248511710562	0.08529103845747
"41"	"chr8:61789011-61789893"	2	1.26797575313538e-20	2.24773424309114e-22	0.0910209681996085	0.086431415000462	0.086431415000462	"chr8"	61789011	61789893	883	0.086431415000462	0.0910209681996085	0.0818418618013155
"42"	"chr12:3371110-3371908"	4	6.39324258790637e-47	9.20020387378286e-42	0.0939568983811234	0.0863010620069655	0.0863010620069655	"chr12"	3371110	3371908	799	0.0863010620069655	0.0939568983811234	0.0810886359643194
"43"	"chr17:63898358-63898392"	2	4.08427130761691e-28	1.22747292643392e-22	0.0869957952077083	0.0862888704015122	0.0862888704015122	"chr17"	63898358	63898392	35	0.0862888704015123	0.0869957952077083	0.0855819455953162
"44"	"chr2:3471009-3471345"	4	7.90064397101977e-55	4.57850472603917e-42	0.0910404843344222	0.0819444770634416	0.0819444770634416	"chr2"	3471009	3471345	337	0.0860961638876607	0.0980346467454925	0.0627220065745488
"45"	"chr15:79471484-79471586"	2	8.8545210458204e-23	7.51960573628654e-19	0.0893990140624468	0.0859301860552008	0.0859301860552008	"chr15"	79471484	79471586	103	0.0859301860552008	0.0893990140624469	0.0824613580479547
"46"	"chr10:1692977-1693107"	2	1.40409717480201e-22	9.79206048414097e-19	0.0843399152864761	0.0821178313820436	0.0821178313820436	"chr10"	1692977	1693107	131	0.0859037142381403	0.0874675131898046	0.0843399152864761
"47"	"chr13:111330434-111331324"	5	2.84829113403527e-64	4.19975250440481e-52	0.0921647763610867	0.0826098173080508	0.0826098173080508	"chr13"	111330434	111331324	891	0.0858919222020473	0.0950349151643068	0.0699067917353495
"48"	"chr16:85334190-85334289"	2	1.4273897139216e-25	1.95933944844789e-20	0.0926928405573808	0.0821768696585952	0.0821768696585952	"chr16"	85334190	85334289	100	0.0858260215159286	0.0926928405573808	0.0789592024744764
"49"	"chr17:79516362-79516420"	2	5.49435358704948e-23	1.12719259225554e-18	0.0885570021915706	0.0858240271381442	0.0858240271381442	"chr17"	79516362	79516420	59	0.0858240271381442	0.0885570021915706	0.0830910520847177
"50"	"chr16:81094757-81095002"	2	5.8943985890036e-25	1.41742272419685e-20	0.0876432310072044	0.0856807879698821	0.0856807879698821	"chr16"	81094757	81095002	246	0.0856807879698821	0.0876432310072044	0.0837183449325598
"51"	"chr12:3332480-3332539"	2	6.08845711865736e-31	1.27282105854289e-23	0.0938762690634483	0.0856544510400871	0.0856544510400871	"chr12"	3332480	3332539	60	0.0856544510400872	0.0938762690634484	0.077432633016726
"52"	"chr1:2501853-2501937"	2	1.38675265224925e-30	2.35075859603313e-23	0.0931582299602387	0.0814807289305222	0.0814807289305222	"chr1"	2501853	2501937	85	0.0856419146857579	0.10148060147071	0.0698032279008057
"53"	"chr17:77111684-77112021"	2	2.68346058118785e-27	5.41811610259548e-22	0.0866703081016023	0.0854743240018854	0.0854743240018854	"chr17"	77111684	77112021	338	0.0854743240018854	0.0866703081016023	0.0842783399021685
"54"	"chr4:79971177-79971432"	4	9.43418579564679e-44	1.17452102791025e-35	0.0885935422487551	0.0793566181477983	0.0793566181477983	"chr4"	79971177	79971432	256	0.085450462734922	0.0970447654503424	0.0651191589520593
"55"	"chr13:100497453-100497789"	4	7.13964483699267e-47	4.99492851658889e-37	0.0850374047708465	0.0811974589851296	0.0811974589851296	"chr13"	100497453	100497789	337	0.08530927337586	0.0933257300358634	0.077890348798037
"56"	"chr11:692963-693032"	3	1.07488591449311e-33	4.3868447615812e-27	0.0901447711434251	0.0821456833165749	0.0821456833165749	"chr11"	692963	693032	70	0.0848627588953948	0.0922535210683221	0.0721899844744371
"57"	"chr17:77435199-77436344"	4	5.41800478638771e-38	6.8527389436804e-40	0.0865829206943888	0.0848272811224542	0.0848272811224542	"chr17"	77435199	77436344	1146	0.0848272811224542	0.0865829206943888	0.0824615231286871
"58"	"chr12:121615078-121615201"	2	1.40362286538627e-26	7.91432035467554e-21	0.0854372582073308	0.0804477409124818	0.0804477409124818	"chr12"	121615078	121615201	124	0.0845665767023042	0.0936749297869758	0.0754582236176327
"59"	"chr16:31285773-31286562"	2	5.92377627162714e-24	4.81352697210614e-24	0.0846889219447403	0.0805062994445578	0.0805062994445578	"chr16"	31285773	31286562	790	0.0840564012461837	0.0846889219447403	0.083423880547627
"60"	"chr1:5561974-5561995"	2	1.72551590821318e-25	6.62785482700641e-21	0.0945706352184224	0.083935063080102	0.083935063080102	"chr1"	5561974	5561995	22	0.083935063080102	0.0945706352184223	0.0732994909417817
"61"	"chr11:492997-493208"	3	5.91241208547979e-49	4.50810422324487e-36	0.0979958115170349	0.0858925866653708	0.0858925866653708	"chr11"	492997	493208	212	0.0837630689213926	0.0916072582851005	0.0790579303048531
"62"	"chr12:3373534-3373764"	3	1.60104753684265e-41	1.82003294935275e-32	0.0897153198470298	0.0837443269491101	0.0837443269491101	"chr12"	3373534	3373764	231	0.0837443269491101	0.0897153198470299	0.0771358660956319
"63"	"chr6:169351108-169351479"	3	1.78148021391447e-27	2.69865562065824e-23	0.0891757713887105	0.0836545314229332	0.0836545314229332	"chr6"	169351108	169351479	372	0.0836545314229333	0.0891757713887105	0.0766654276744047
"64"	"chr9:13323113-13323130"	2	5.54571189736398e-30	8.73813372324788e-24	0.084535458151545	0.0832328931582111	0.0832328931582111	"chr9"	13323113	13323130	18	0.0832328931582111	0.0845354581515451	0.0819303281648771
"65"	"chr7:101468709-101468882"	3	1.09726707021634e-33	1.01685508931762e-27	0.0890111000570346	0.0829555699895772	0.0829555699895772	"chr7"	101468709	101468882	174	0.0829555699895772	0.0890111000570346	0.0767971102574525
"66"	"chr5:150910600-150912396"	5	8.41577121321468e-58	3.56397181747549e-52	0.0900614202851672	0.0827466186705722	0.0827466186705722	"chr5"	150910600	150912396	1797	0.0827466186705722	0.0900614202851673	0.0790311748681
"67"	"chr12:57597136-57597770"	3	5.47084697281846e-38	5.53362565374232e-29	0.0912314453098829	0.0778383102259336	0.0778383102259336	"chr12"	57597136	57597770	635	0.0827218244673381	0.100147863335491	0.0635489897109242
"68"	"chr16:1802252-1802365"	3	8.41137605154514e-48	1.23516423020923e-36	0.0929667389617817	0.0826009439247729	0.0826009439247729	"chr16"	1802252	1802365	114	0.0826009439247729	0.0929667389617816	0.0725664835543275
"69"	"chr19:16198843-16199792"	2	1.76843052620771e-23	1.55951597990403e-18	0.0908860207207128	0.0782767749951687	0.0782767749951687	"chr19"	16198843	16199792	950	0.0826000882233505	0.0995326471770763	0.0656675292696246
"70"	"chr12:133411885-133412002"	2	2.64107735458646e-11	3.35430937937721e-08	0.0833011581348024	0.0783658561652803	0.0783658561652803	"chr12"	133411885	133412002	118	0.0825187559807316	0.0916069577657049	0.0734305541957582
"71"	"chr14:103438353-103438392"	2	1.80187584115632e-30	5.00593492897398e-24	0.0879497908123471	0.0825071381087132	0.0825071381087132	"chr14"	103438353	103438392	40	0.0825071381087133	0.0879497908123471	0.0770644854050794
"72"	"chr10:126715832-126716434"	3	1.49680502970669e-41	4.56107143446334e-31	0.0855398611691463	0.0800868294660776	0.0800868294660776	"chr10"	126715832	126716434	603	0.0824281200945521	0.0855398611691464	0.0789922609986746
"73"	"chr2:231790777-231790813"	2	2.97129605564728e-26	4.35403240935241e-21	0.0980151945135114	0.0823920584178397	0.0823920584178397	"chr2"	231790777	231790813	37	0.0823920584178398	0.0980151945135115	0.066768922322168
"74"	"chr1:243637838-243638141"	4	4.4609599227647e-44	2.62857965732481e-35	0.0869129110693237	0.0801692498582498	0.0801692498582498	"chr1"	243637838	243638141	304	0.0822135360714194	0.0914520787833167	0.0721509720664844
"75"	"chr14:102530061-102530122"	2	1.64338800093537e-24	3.1443903242051e-20	0.0830613308717862	0.0782843816827425	0.0782843816827425	"chr14"	102530061	102530122	62	0.0821966980423546	0.0908859635910104	0.0735074324936988
"76"	"chr1:7120893-7121446"	5	2.48996494656535e-49	1.1113860885978e-40	0.0858532754345436	0.0788755034040872	0.0788755034040872	"chr1"	7120893	7121446	554	0.0820080484857137	0.0940173468532901	0.0688024326804044
"77"	"chr6:151152826-151152916"	2	2.27710504167879e-22	1.34595406565602e-18	0.0849048278701572	0.0819717166366555	0.0819717166366555	"chr6"	151152826	151152916	91	0.0819717166366555	0.0849048278701572	0.0790386054031539
"78"	"chr7:73474232-73474235"	2	6.90670724992806e-25	1.71489185849347e-20	0.0831556962485095	0.0818774459492139	0.0818774459492139	"chr7"	73474232	73474235	4	0.081877445949214	0.0831556962485096	0.0805991956499184
"79"	"chr17:48698761-48698799"	2	1.58628787059609e-17	3.76631055362106e-15	0.079669004331604	0.074926556577988	0.074926556577988	"chr17"	48698761	48698799	39	0.0817899253462209	0.0870531410449321	0.0765267096475097
"80"	"chr8:93654903-93655006"	3	5.90794787115795e-32	1.13476875734054e-26	0.0837547038067724	0.081708654192263	0.081708654192263	"chr8"	93654903	93655006	104	0.081708654192263	0.0837547038067724	0.0801274438410619
"81"	"chr20:35422334-35422703"	3	1.32792882285535e-42	7.17569424026211e-34	0.0895390574207345	0.0816976539451304	0.0816976539451304	"chr20"	35422334	35422703	370	0.0816976539451304	0.0895390574207345	0.0775221304872392
"82"	"chr1:17873078-17873547"	2	2.81965540940253e-28	2.04978788100574e-22	0.0856827013681012	0.0816410712314493	0.0816410712314493	"chr1"	17873078	17873547	470	0.0816410712314493	0.0856827013681012	0.0775994410947975
"83"	"chr4:952071-952128"	2	8.36144241666548e-27	3.86859491575865e-21	0.0856370971533662	0.0816389707553031	0.0816389707553031	"chr4"	952071	952128	58	0.0816389707553031	0.0856370971533661	0.0776408443572401
"84"	"chr1:2200890-2201246"	4	2.03835866881876e-50	9.99554503840005e-41	0.0907380264459672	0.0815742658006918	0.0815742658006918	"chr1"	2200890	2201246	357	0.0815742658006919	0.0907380264459672	0.0589174869930975
"85"	"chr17:77174214-77175465"	6	3.45283965363471e-66	3.99490448378291e-58	0.0968006206375927	0.0802238921167066	0.0802238921167066	"chr17"	77174214	77175465	1252	0.081557104080144	0.0968006206375928	0.0654192656823857
"86"	"chr17:73124638-73125153"	3	7.05163455101676e-40	3.66540113938532e-32	0.0892399340250468	0.081554778471616	0.081554778471616	"chr17"	73124638	73125153	516	0.081554778471616	0.0892399340250468	0.0722142601372171
"87"	"chr15:74914482-74914491"	2	5.13684728066349e-22	1.93469796745555e-18	0.0826429483390477	0.0813697312475864	0.0813697312475864	"chr15"	74914482	74914491	10	0.0813697312475864	0.0826429483390477	0.0800965141561251
"88"	"chr12:63023439-63024414"	2	3.83550749629401e-22	1.80278550852112e-17	0.0906813180571952	0.0813501436901145	0.0813501436901145	"chr12"	63023439	63024414	976	0.0813501436901145	0.0906813180571953	0.0720189693230338
"89"	"chr13:113627484-113628068"	3	5.08059867999308e-42	2.11377207898221e-30	0.0977167237794252	0.0784904230639943	0.0784904230639943	"chr13"	113627484	113628068	585	0.081323266886889	0.0989155141706407	0.047337562710601
"90"	"chr9:124517757-124518590"	2	2.00021317207154e-22	7.93591213002675e-22	0.0860680943059138	0.0779818729035989	0.0779818729035989	"chr9"	124517757	124518590	834	0.0812425313373281	0.0860680943059138	0.0764169683687425
"91"	"chr10:93811958-93812043"	3	7.05848319688391e-34	4.52606978541262e-28	0.0870277694753789	0.0789419035780082	0.0789419035780082	"chr10"	93811958	93812043	86	0.0812029233756839	0.0870277694753789	0.0780362902864808
"92"	"chr17:21300735-21300791"	3	1.25301698202266e-33	1.88023402920229e-27	0.0904363046393256	0.0787227295951534	0.0787227295951534	"chr17"	21300735	21300791	57	0.0811661045795806	0.096169392813501	0.0568926162859152
"93"	"chr6:167104601-167104926"	5	1.34467537703442e-65	1.05134687808481e-49	0.0971357605672152	0.081164779646128	0.081164779646128	"chr6"	167104601	167104926	326	0.081164779646128	0.0971357605672152	0.0662542743843001
"94"	"chr7:789926-790384"	3	4.37910667888805e-33	3.26089856144307e-26	0.0942428967434787	0.0811599588238999	0.0811599588238999	"chr7"	789926	790384	459	0.0811599588238999	0.0942428967434786	0.0647844591250589
"95"	"chr12:258436-259396"	3	4.25995165975987e-33	1.06682879729e-27	0.0900163740618762	0.0782504726793415	0.0782504726793415	"chr12"	258436	259396	961	0.0811483815362001	0.0987101006324521	0.0691387169099984
"96"	"chr10:50966569-50966914"	2	2.15342728236165e-25	5.27005969924661e-21	0.0814479316917296	0.080941766151074	0.080941766151074	"chr10"	50966569	50966914	346	0.080941766151074	0.0814479316917296	0.0804356006104184
"97"	"chr12:131541853-131542072"	3	4.34712872181438e-28	8.02754619015266e-24	0.0813487252153309	0.073605355746972	0.073605355746972	"chr12"	131541853	131542072	220	0.0808634310948569	0.0890045476605065	0.0719425539963287
"98"	"chr1:2015815-2017918"	5	2.40703159130805e-29	1.60390045220639e-42	0.0906230928005362	0.0806713241332772	0.0806713241332772	"chr1"	2015815	2017918	2104	0.0806713241332772	0.0906230928005361	0.0647477406299938
"99"	"chr1:244262921-244263106"	2	2.61386017488362e-25	9.4581570767711e-21	0.0902180058472527	0.0805431283575156	0.0805431283575156	"chr1"	244262921	244263106	186	0.0805431283575155	0.0902180058472526	0.0708682508677784
"100"	"chr7:149543136-149543165"	2	1.17022696906764e-31	1.37390018330591e-23	0.083141108317129	0.0804870725253161	0.0804870725253161	"chr7"	149543136	149543165	30	0.0804870725253161	0.0831411083171291	0.0778330367335032
"101"	"chr11:980039-980634"	2	3.28323999086989e-14	4.52697916199319e-13	0.0829139621673361	0.0768875954649462	0.0768875954649462	"chr11"	980039	980634	596	0.0802910976119509	0.0829139621673361	0.0776682330565657
"102"	"chr11:64146487-64146871"	4	2.78353779496789e-47	3.00136006367351e-37	0.0910293267708802	0.0764653430402678	0.0764653430402678	"chr11"	64146487	64146871	385	0.0802743583420467	0.100141841669203	0.0668091812535777
"103"	"chr1:27240365-27240694"	5	9.19456227536568e-64	6.54715950451483e-49	0.0971483787154261	0.0802375629650663	0.0802375629650663	"chr1"	27240365	27240694	330	0.0802375629650663	0.0971483787154261	0.0653954742050775
"104"	"chr18:8717011-8718597"	7	6.72399317909256e-79	4.11046384580315e-71	0.0889621482997851	0.0789401667641669	0.0789401667641669	"chr18"	8717011	8718597	1587	0.0801732866538066	0.097593987527263	0.0565844739410229
"105"	"chr7:157402413-157403114"	4	4.60138177328533e-49	1.54648258480117e-40	0.0904096722706264	0.0801445344192572	0.0801445344192572	"chr7"	157402413	157403114	702	0.0801445344192573	0.0904096722706264	0.0729001828561772
"106"	"chr2:1054787-1054860"	2	4.26058594639191e-20	4.49521090324909e-17	0.0864143148057373	0.0800000552031265	0.0800000552031265	"chr2"	1054787	1054860	74	0.0800000552031265	0.0864143148057373	0.0735857956005157
"107"	"chr6:34101399-34102530"	8	1.87368413966073e-97	9.37902853299273e-82	0.0881108047975733	0.0799315475354139	0.0799315475354139	"chr6"	34101399	34102530	1132	0.0799315475354139	0.0881108047975733	0.0703271271284438
"108"	"chr19:11285128-11285331"	3	3.00842935659555e-34	8.0517161196674e-26	0.0887541161229911	0.0798586600806363	0.0798586600806363	"chr19"	11285128	11285331	204	0.0798586600806363	0.0887541161229911	0.0753972113193772
"109"	"chr11:476393-476719"	3	1.02083030662595e-33	2.07157015092833e-26	0.09056214509892	0.0798230549764783	0.0798230549764783	"chr11"	476393	476719	327	0.0798230549764783	0.0905621450989199	0.0643379499511402
"110"	"chr13:113646732-113647549"	5	1.93749908686621e-44	8.24614700751689e-41	0.0912458407967909	0.0797783361487378	0.0797783361487378	"chr13"	113646732	113647549	818	0.0797783361487378	0.0912458407967909	0.0688049212593512
"111"	"chr14:102918905-102918977"	2	2.57107392802123e-24	4.77699107002324e-20	0.083403739044296	0.079673323827792	0.079673323827792	"chr14"	102918905	102918977	73	0.079673323827792	0.083403739044296	0.0759429086112881
"112"	"chr12:121711847-121712245"	4	2.97092846050942e-56	3.65767785984182e-44	0.089495116444025	0.0796564946195382	0.0796564946195382	"chr12"	121711847	121712245	399	0.0796564946195382	0.089495116444025	0.073757364379774
"113"	"chr7:101566857-101566940"	2	8.89207044246062e-20	9.78473286094495e-17	0.0831589953857128	0.0796529004196619	0.0796529004196619	"chr7"	101566857	101566940	84	0.0796529004196619	0.0831589953857128	0.076146805453611
"114"	"chr15:75104978-75105286"	5	4.04850457402535e-68	1.12498618896027e-53	0.0871306061905132	0.0796265830708484	0.0796265830708484	"chr15"	75104978	75105286	309	0.0796265830708484	0.0871306061905132	0.068381792958388
"115"	"chr7:25100356-25100428"	3	1.51997888859328e-30	1.3361890759599e-25	0.0803362798753345	0.0773031248192143	0.0773031248192143	"chr7"	25100356	25100428	73	0.0795666202224403	0.0803362798753344	0.0790382609224057
"116"	"chr7:98579466-98579722"	4	1.23265887107547e-57	4.44405909250014e-44	0.0873123079004836	0.0792148746106983	0.0792148746106983	"chr7"	98579466	98579722	257	0.0792148746106983	0.0873123079004836	0.0721169534101118
"117"	"chr14:101244373-101244606"	3	1.02288784354106e-33	1.25072042050121e-27	0.0882307045093397	0.079206795416657	0.079206795416657	"chr14"	101244373	101244606	234	0.079206795416657	0.0882307045093397	0.0618208445995588
"118"	"chr11:123477197-123478354"	3	7.24806414058733e-34	1.44128964400746e-28	0.087618307961088	0.0791814309561617	0.0791814309561617	"chr11"	123477197	123478354	1158	0.0791814309561617	0.087618307961088	0.0670541253578376
"119"	"chr16:2647662-2648276"	5	7.60827344555806e-56	1.6777605696024e-46	0.0864096209190249	0.0791664392060708	0.0791664392060708	"chr16"	2647662	2648276	615	0.0791664392060708	0.0864096209190249	0.0665416359081538
"120"	"chr11:691457-691531"	2	6.68648867556471e-21	5.02801917408103e-17	0.0814083871352475	0.0791180549658631	0.0791180549658631	"chr11"	691457	691531	75	0.0791180549658631	0.0814083871352475	0.0768277227964787
"121"	"chr10:134772029-134772055"	2	6.23123713374669e-26	3.63264392405072e-21	0.0794013070693454	0.0790619322944737	0.0790619322944737	"chr10"	134772029	134772055	27	0.0790619322944738	0.0794013070693454	0.0787225575196021
"122"	"chr14:101157950-101158159"	3	9.48013040322659e-23	3.4288555985143e-19	0.0882566228349205	0.0764775594466049	0.0764775594466049	"chr14"	101157950	101158159	210	0.0789513908365904	0.0885354695244492	0.0600620801504017
"123"	"chr20:33863759-33863951"	2	1.21732546990531e-27	4.19304940194401e-22	0.0840175557568202	0.0789147664506731	0.0789147664506731	"chr20"	33863759	33863951	193	0.0789147664506731	0.0840175557568201	0.0738119771445261
"124"	"chr5:175840794-175841493"	2	6.21544318962801e-20	1.35689226514593e-18	0.0799885153969964	0.0788951929490455	0.0788951929490455	"chr5"	175840794	175841493	700	0.0788951929490455	0.0799885153969964	0.0778018705010946
