"coord"	"no.cpgs"	"minfdr"	"Stouffer"	"maxbetafc"	"meanbetafc.x"	"meanbetafc.y"	"chr"	"start"	"end"	"width"	"mean_DB"	"max_DB"	"min_DB"
"64"	"chr1:27240365-27240694"	5	1.94231381525289e-57	1.90503679179331e-43	0.0881906841642956	0.0748779417215124	0.0748779417215124	"chr1"	27240365	27240694	330	0.0748779417215124	0.0881906841642955	0.0640246585798619
"65"	"chr20:35422334-35422703"	3	1.72349571072782e-37	2.24446542370348e-29	0.0843688696988605	0.0748342837534123	0.0748342837534123	"chr20"	35422334	35422703	370	0.0748342837534123	0.0843688696988605	0.0691667705800062
"66"	"chr12:122332665-122332670"	2	9.87319773826153e-17	3.82035667065963e-14	0.0768772992350025	0.0748098350566253	0.0748098350566253	"chr12"	122332665	122332670	6	0.0748098350566253	0.0768772992350026	0.072742370878248
"67"	"chr19:11285128-11285331"	3	2.09591163680122e-31	1.31112735078826e-23	0.083185734481039	0.0745900497924641	0.0745900497924641	"chr19"	11285128	11285331	204	0.0745900497924641	0.0831857344810389	0.0691013525129367
"68"	"chr2:207988651-207988952"	3	1.9441372301129e-25	1.0181197717457e-20	0.0799018123690483	0.0745207012552962	0.0745207012552962	"chr2"	207988651	207988952	302	0.0745207012552961	0.0799018123690483	0.0705077094147424
"69"	"chr12:131541853-131542072"	3	1.32364560198098e-19	2.78021107245132e-17	0.0783434858880953	0.0744844348213748	0.0744844348213748	"chr12"	131541853	131542072	220	0.0744844348213748	0.0783434858880953	0.0675325347419727
"70"	"chr17:55828038-55828107"	3	2.68334746860074e-30	4.88532359572398e-25	0.0751986190981955	0.0742988535736917	0.0742988535736917	"chr17"	55828038	55828107	70	0.0742988535736918	0.0751986190981955	0.0729027658994923
"71"	"chr11:692963-693032"	3	6.78223425359482e-29	2.48606869142976e-23	0.0799821184898102	0.0742483668184576	0.0742483668184576	"chr11"	692963	693032	70	0.0742483668184576	0.0799821184898102	0.0630716181971933
"72"	"chr20:35443978-35444560"	5	5.48618176507298e-58	6.58289395420055e-46	0.0893537012830781	0.0742401105172841	0.0742401105172841	"chr20"	35443978	35444560	583	0.0742401105172841	0.0893537012830781	0.0644118578812195
"73"	"chr2:7739760-7739870"	2	3.78474363786952e-22	3.95072014918273e-18	0.0790022850350353	0.0742380027292156	0.0742380027292156	"chr2"	7739760	7739870	111	0.0742380027292156	0.0790022850350353	0.0694737204233959
"74"	"chr17:77174214-77175465"	6	1.34372500723918e-54	5.59234709309326e-50	0.0868032574590632	0.0741202913496113	0.0741202913496113	"chr17"	77174214	77175465	1252	0.0741202913496113	0.0868032574590631	0.0631512884941821
"75"	"chr2:3471009-3471345"	4	6.13447635096952e-44	3.57026934307748e-34	0.0841125252153519	0.0740951473057083	0.0740951473057083	"chr2"	3471009	3471345	337	0.0740951473057083	0.084112525215352	0.0552546469766138
"76"	"chr16:2647662-2648276"	5	1.3762655570499e-52	7.92466497359681e-43	0.0785641809742668	0.073921255805029	0.073921255805029	"chr16"	2647662	2648276	615	0.073921255805029	0.0785641809742668	0.0682655349023632
"77"	"chr14:102530061-102530122"	2	4.25330674104246e-17	1.57826153468398e-14	0.0827513571880193	0.0738884013500681	0.0738884013500681	"chr14"	102530061	102530122	62	0.0738884013500681	0.0827513571880192	0.0650254455121169
"78"	"chr7:25100356-25100428"	3	2.21908335031305e-25	2.36457819770525e-21	0.0769961087273469	0.0737959974760959	0.0737959974760959	"chr7"	25100356	25100428	73	0.0737959974760959	0.0769961087273469	0.0718720200108797
"79"	"chr7:2006468-2006518"	2	3.3821533001608e-22	1.20907077998393e-17	0.0812896511494599	0.0736985892084418	0.0736985892084418	"chr7"	2006468	2006518	51	0.0736985892084419	0.08128965114946	0.0661075272674237
"80"	"chr17:76170799-76171845"	5	1.21524921500035e-35	1.2218626340617e-33	0.0881685211853766	0.0736536864417526	0.0736536864417526	"chr17"	76170799	76171845	1047	0.0736536864417525	0.0881685211853765	0.0634685377470371
"81"	"chr17:63898358-63898392"	2	1.02601013300057e-23	4.08415634830573e-19	0.074726765254291	0.0736071310708049	0.0736071310708049	"chr17"	63898358	63898392	35	0.0736071310708049	0.074726765254291	0.0724874968873188
"82"	"chr11:492997-493208"	3	3.6314642822419e-27	5.39072683019622e-21	0.0831191203432546	0.073551577950081	0.073551577950081	"chr11"	492997	493208	212	0.073551577950081	0.0831191203432546	0.0662761847691655
"83"	"chr10:93811958-93812043"	3	2.08829765848337e-27	9.64813019724306e-23	0.076465903988357	0.0735131991429142	0.0735131991429142	"chr10"	93811958	93812043	86	0.0735131991429142	0.076465903988357	0.0693387234565276
"84"	"chr12:3371110-3371908"	4	4.2493173193337e-41	2.69785340959002e-36	0.0827346333314296	0.073501811878867	0.073501811878867	"chr12"	3371110	3371908	799	0.073501811878867	0.0827346333314296	0.0658196713693625
"85"	"chr16:79692354-79692516"	2	4.77176222967667e-21	7.97771119301263e-16	0.080729922004258	0.0732824964293679	0.0732824964293679	"chr16"	79692354	79692516	163	0.073282496429368	0.080729922004258	0.0658350708544779
"86"	"chr2:206730773-206730974"	2	3.53358599555847e-17	1.03789076307605e-14	0.0868845384468905	0.0732422743172275	0.0732422743172275	"chr2"	206730773	206730974	202	0.0732422743172274	0.0868845384468904	0.0596000101875645
"87"	"chr16:89452237-89452360"	3	3.97283860117365e-32	3.67702330067447e-25	0.0802155746615411	0.0732365002315019	0.0732365002315019	"chr16"	89452237	89452360	124	0.0732365002315019	0.0802155746615411	0.0680071056476668
"88"	"chr17:77435199-77436344"	4	1.33205512932811e-32	1.26574179023467e-34	0.0751207999298635	0.0732306591937991	0.0732306591937991	"chr17"	77435199	77436344	1146	0.073230659193799	0.0751207999298635	0.0689690962259523
"89"	"chr15:75104978-75105286"	5	6.36097158985438e-59	3.04712040755515e-46	0.0788061678920135	0.0730914237170328	0.0730914237170328	"chr15"	75104978	75105286	309	0.0730914237170328	0.0788061678920134	0.0653522517319235
"90"	"chr16:1802252-1802365"	3	1.41647981394863e-41	5.31715897421855e-31	0.082089386869038	0.0730651253768174	0.0730651253768174	"chr16"	1802252	1802365	114	0.0730651253768174	0.082089386869038	0.064209598465593
"91"	"chr6:34101399-34102530"	8	7.66860312510752e-87	6.04466348779232e-72	0.0812297300224659	0.072946209720421	0.072946209720421	"chr6"	34101399	34102530	1132	0.0729462097204211	0.0812297300224659	0.0648402748542089
"92"	"chr18:8800248-8800458"	2	3.73865281512536e-15	1.09869911798008e-12	0.0787328407640948	0.072931535241701	0.072931535241701	"chr18"	8800248	8800458	211	0.072931535241701	0.0787328407640947	0.0671302297193073
"93"	"chr10:6216350-6216434"	2	2.15314525465518e-17	6.26675865928746e-15	0.0740912660478465	0.0728936688659216	0.0728936688659216	"chr10"	6216350	6216434	85	0.0728936688659216	0.0740912660478465	0.0716960716839968
"94"	"chr8:20169916-20170388"	3	1.02864672594685e-29	2.90710824011401e-24	0.0860924881604912	0.0728919582867073	0.0728919582867073	"chr8"	20169916	20170388	473	0.0728919582867074	0.0860924881604912	0.0498405872156421
"95"	"chr2:1054787-1054860"	2	5.62353765011696e-19	5.26246709638406e-16	0.0813752017525865	0.0728846420492942	0.0728846420492942	"chr2"	1054787	1054860	74	0.0728846420492942	0.0813752017525865	0.0643940823460019
"96"	"chr7:789926-790384"	3	5.57282917649083e-28	5.85656047761599e-22	0.0839471302309003	0.07287921384788	0.07287921384788	"chr7"	789926	790384	459	0.0728792138478801	0.0839471302309003	0.0587609172619425
"97"	"chr13:111330434-111331324"	5	5.42464637539478e-49	1.34350057817205e-41	0.0830255102745207	0.0727770823592441	0.0727770823592441	"chr13"	111330434	111331324	891	0.0727770823592441	0.0830255102745207	0.0601565283995906
"98"	"chr7:149543136-149543165"	2	7.53482791841479e-27	5.54067939144066e-20	0.075521322150943	0.072719237184624	0.072719237184624	"chr7"	149543136	149543165	30	0.072719237184624	0.075521322150943	0.069917152218305
"99"	"chr1:2200890-2201246"	4	2.06428110682713e-45	4.3626161792387e-36	0.0805891387901704	0.0726689349373662	0.0726689349373662	"chr1"	2200890	2201246	357	0.0726689349373662	0.0805891387901704	0.0534015229848606
"100"	"chr12:121615078-121615201"	2	4.45175695123813e-21	3.55727788955058e-17	0.0807633908032916	0.0723476802658794	0.0723476802658794	"chr12"	121615078	121615201	124	0.0723476802658794	0.0807633908032916	0.0639319697284672
"101"	"chr2:231790777-231790813"	2	2.21425183448143e-21	2.6430898901261e-17	0.0854393992926396	0.0723250872265054	0.0723250872265054	"chr2"	231790777	231790813	37	0.0723250872265054	0.0854393992926396	0.0592107751603712
"102"	"chr6:151152826-151152916"	2	1.35866111775924e-21	9.00191266598966e-18	0.0739243233049551	0.0722383526725347	0.0722383526725347	"chr6"	151152826	151152916	91	0.0722383526725347	0.0739243233049551	0.0705523820401143
"103"	"chr22:50297217-50297645"	2	3.08182438113006e-25	2.00571207552465e-20	0.0781565554509854	0.0721858052047392	0.0721858052047392	"chr22"	50297217	50297645	429	0.0721858052047391	0.0781565554509853	0.0662150549584929
"104"	"chr17:79813410-79813507"	3	1.04459671526686e-22	1.16890158294559e-19	0.0825445279965828	0.0721791307277864	0.0721791307277864	"chr17"	79813410	79813507	98	0.0721791307277864	0.0825445279965828	0.0580514016478801
"105"	"chr5:150910600-150912396"	5	1.7038618807273e-48	2.84257888326597e-44	0.0800480996172241	0.072163485779224	0.072163485779224	"chr5"	150910600	150912396	1797	0.0721634857792241	0.080048099617224	0.0674066666280385
"106"	"chr14:103438353-103438392"	2	3.23413022227472e-26	1.53046848113806e-20	0.078073295594008	0.0721307730067284	0.0721307730067284	"chr14"	103438353	103438392	40	0.0721307730067284	0.078073295594008	0.0661882504194488
"107"	"chr10:126715832-126716434"	3	3.63546570585387e-35	7.65769278564695e-26	0.0768438853316903	0.0721211080966496	0.0721211080966496	"chr10"	126715832	126716434	603	0.0721211080966497	0.0768438853316904	0.0650483290461079
"108"	"chr6:148869461-148869535"	3	2.98438370154714e-20	6.27766584193418e-18	0.0842848778521394	0.0720844332537452	0.0720844332537452	"chr6"	148869461	148869535	75	0.0720844332537452	0.0842848778521395	0.0633660841738074
"109"	"chr17:77245306-77245327"	2	2.79139634795242e-23	7.5342893622259e-19	0.075561936983922	0.0719309784089437	0.0719309784089437	"chr17"	77245306	77245327	22	0.0719309784089437	0.0755619369839221	0.0683000198339654
"110"	"chr16:83974834-83974894"	2	4.10536971874264e-14	1.61237041804082e-12	0.0725174461132326	0.0718161495216339	0.0718161495216339	"chr16"	83974834	83974894	61	0.0718161495216339	0.0725174461132326	0.0711148529300352
"111"	"chr12:133414255-133415266"	5	7.90717456446464e-35	4.11809659874324e-33	0.0767262272473051	0.0717635781403997	0.0717635781403997	"chr12"	133414255	133415266	1012	0.0717635781403998	0.0767262272473052	0.0590297791177113
"112"	"chr4:184922382-184922646"	5	5.76898907926297e-36	3.71334414937996e-30	0.0843805813853647	0.0717053178132188	0.0717053178132188	"chr4"	184922382	184922646	265	0.0717053178132188	0.0843805813853646	0.0472240971800174
"113"	"chr15:79471484-79471586"	2	3.22691498073228e-18	2.68233705624105e-15	0.076288325910603	0.0716866849943288	0.0716866849943288	"chr15"	79471484	79471586	103	0.0716866849943288	0.076288325910603	0.0670850440780545
"114"	"chr6:169351108-169351479"	3	4.73084459203945e-27	4.01219763991731e-22	0.0744957063633528	0.0716741874893893	0.0716741874893893	"chr6"	169351108	169351479	372	0.0716741874893893	0.0744957063633527	0.0661300248824368
"115"	"chr4:952071-952128"	2	5.5368930775077e-23	3.9303462873981e-18	0.0765863145380573	0.071580536413961	0.071580536413961	"chr4"	952071	952128	58	0.0715805364139609	0.0765863145380574	0.0665747582898645
"116"	"chr10:1692977-1693107"	2	5.74400076376986e-19	7.88318500366695e-16	0.0736861775631059	0.0714210676475696	0.0714210676475696	"chr10"	1692977	1693107	131	0.0714210676475696	0.0736861775631059	0.0691559577320333
"117"	"chr12:258436-259396"	3	1.61008216644505e-25	2.82234769461333e-22	0.0877243318904366	0.0712924006096738	0.0712924006096738	"chr12"	258436	259396	961	0.0712924006096739	0.0877243318904367	0.0566776024463655
"118"	"chr16:85424402-85424553"	2	9.3293357539307e-14	2.97341058666742e-12	0.0820168342696564	0.0712880951012199	0.0712880951012199	"chr16"	85424402	85424553	152	0.07128809510122	0.0820168342696564	0.0605593559327836
"119"	"chr12:3373534-3373764"	3	3.18371734894045e-35	1.82666140665011e-27	0.0764996200071898	0.0711412917101256	0.0711412917101256	"chr12"	3373534	3373764	231	0.0711412917101256	0.0764996200071898	0.062291568199812
"120"	"chr1:17873078-17873547"	2	2.2646830442629e-24	2.49177200658442e-19	0.0736708464189771	0.0711268093157161	0.0711268093157161	"chr1"	17873078	17873547	470	0.071126809315716	0.0736708464189771	0.068582772212455
"121"	"chr14:89878584-89878675"	2	5.05092081464762e-24	2.9117503997281e-19	0.0721002518969635	0.0711187891964381	0.0711187891964381	"chr14"	89878584	89878675	92	0.0711187891964381	0.0721002518969635	0.0701373264959128
"122"	"chr22:43343959-43343992"	2	2.79122892937773e-26	1.30282203250579e-20	0.080155043727465	0.0708327243800719	0.0708327243800719	"chr22"	43343959	43343992	34	0.0708327243800719	0.080155043727465	0.0615104050326788
"123"	"chr12:121711847-121712245"	4	7.82706382590403e-48	2.43962758975799e-37	0.0791812023162644	0.0707440501834768	0.0707440501834768	"chr12"	121711847	121712245	399	0.0707440501834768	0.0791812023162644	0.0638855140088299
"124"	"chr1:5561974-5561995"	2	1.08473502492985e-23	6.70744854420632e-19	0.0809677707003177	0.0705533825275498	0.0705533825275498	"chr1"	5561974	5561995	22	0.0705533825275498	0.0809677707003176	0.060138994354782
